4,0,100,1,1,50.0,200.0,50.0,100.0,20.0,80.0
4,0,100,1,1,50.0,200.0,60.0,110.0,20.0,80.0
4,0,100,1,1,50.0,200.0,70.0,120.0,20.0,80.0
4,0,100,1,1,50.0,200.0,80.0,130.0,20.0,80.0
4,0,100,1,1,50.0,200.0,90.0,140.0,20.0,80.0
4,0,100,1,1,50.0,200.0,100.0,150.0,20.0,80.0
4,0,100,1,1,50.0,200.0,110.0,160.0,20.0,80.0
4,0,100,1,1,50.0,200.0,120.0,170.0,20.0,80.0
4,0,100,1,1,50.0,200.0,130.0,180.0,20.0,80.0
4,0,100,1,1,50.0,200.0,140.0,190.0,20.0,80.0
4,0,100,1,1,50.0,200.0,150.0,200.0,20.0,80.0
4,0,100,1,1,50.0,200.0,160.0,210.0,20.0,80.0
4,0,100,1,1,50.0,200.0,170.0,220.0,20.0,80.0
4,0,100,1,1,50.0,200.0,180.0,230.0,20.0,80.0
4,0,100,1,1,50.0,200.0,190.0,240.0,20.0,80.0
4,0,100,1,1,50.0,200.0,200.0,250.0,20.0,80.0
4,0,100,1,1,50.0,200.0,210.0,260.0,20.0,80.0
4,0,100,1,1,50.0,200.0,220.0,270.0,20.0,80.0
4,0,100,1,1,50.0,200.0,230.0,280.0,20.0,80.0
4,0,100,1,1,50.0,200.0,240.0,290.0,20.0,80.0
4,0,100,1,1,50.0,200.0,250.0,300.0,20.0,80.0
4,0,100,1,1,50.0,200.0,260.0,310.0,20.0,80.0
4,0,100,1,1,50.0,200.0,270.0,320.0,20.0,80.0
4,0,100,1,1,50.0,200.0,280.0,330.0,20.0,80.0
4,0,100,1,1,50.0,200.0,290.0,340.0,20.0,80.0
4,0,100,1,1,50.0,200.0,300.0,350.0,20.0,80.0
