3,245,77,10,9,0.0,20.0,26.0,34.0,0,30,Parent 1,119018.91,9.3162
4,235,74,10,8,2.0,19.0,25.0,34.0,0,30,Parent 2,166581.457,5.4373
3,227,70,10,9,0,23.0,28.0,36.0,0,30,,,
3,220,73,10,9,5.0,21.0,25.0,35.0,0,30,,,
4,248,79,9,9,1.0,19.0,26.0,35.0,0,30,,,
4,218,72,9,7,1.0,17.0,24.0,34.0,0,30,,,
4,236,75,10,8,4.0,17.0,26.0,32.0,0,30,,,
3,230,72,9,10,0,23.0,24.0,34.0,0,30,,,
3,241,76,10,9,0,17.0,23.0,35.0,0,30,,,
5,254,76,10,8,0,20.0,25.0,32.0,0,30,,,
